Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BT_2434,3393.575193,-0.691436685,0.338677067,-2.041581057,0.041193106,0.130671527
BT_4563,2700.310057,-0.171248751,0.083956731,-2.039726293,0.041377595,0.131153648
BT_3924,4830.548529,-0.223050128,0.109372433,-2.039363325,0.04141378,0.131165307
BT_4505,1149.503639,-0.245223985,0.120341602,-2.037732422,0.0415767,0.131578027
BT_3854,122.3048915,0.845286077,0.415184812,2.03592726,0.04175766,0.132047146
BT_p548202,526.3768956,0.225704678,0.110894932,2.035302022,0.041820493,0.132142278
BT_1905,213.9616388,0.357268082,0.175849901,2.031664961,0.042187585,0.133197893
BT_1143,97.62719397,-0.439401579,0.216443396,-2.030099269,0.04234645,0.133352688
BT_1225,4054.356535,-0.411691641,0.202815823,-2.029879301,0.04236881,0.133352688
BT_3179,2459.405116,0.230850578,0.113691171,2.030505769,0.042305155,0.133352688
BT_3686,500.6475812,0.244721616,0.120502254,2.030846798,0.042270538,0.133352688
BT_1546,614.2131732,0.280988649,0.138552794,2.028025859,0.042557609,0.13383677
BT_3913,168.0402135,0.394412663,0.194510527,2.027718857,0.04258895,0.13383677
BT_3644,7923.59543,0.208863208,0.103075131,2.02632008,0.042731995,0.134181789
BT_3949,8143.498501,0.177879339,0.087823838,2.025410687,0.042825211,0.134369927
BT_3585,212.5084758,0.416621707,0.205825087,2.024154171,0.042954291,0.134670214
BT_2254,272.5487125,-0.257422664,0.12720864,-2.023625624,0.043008686,0.134736064
BT_1318,2278.469865,-0.610012079,0.301669136,-2.022122938,0.043163653,0.134947318
BT_2358,55.89740865,0.609687413,0.301527056,2.021999021,0.043176453,0.134947318
BT_3173,63.61300255,0.719342914,0.355704072,2.022307225,0.043144623,0.134947318
BT_2543,3529.543941,-0.23428834,0.115892433,-2.021601705,0.043217516,0.134971111
BT_4395,723.2773269,0.511252014,0.252960821,2.021071927,0.04327232,0.135018886
BT_4562,3497.226418,-0.156592369,0.077490013,-2.020807106,0.043299737,0.135018886
BT_0515,1284.42207,0.719639227,0.356209395,2.020270205,0.043355368,0.13508796
BT_1322,253.1169262,0.535830947,0.265630412,2.017204815,0.043674144,0.135976212
BT_4053,584.2490998,-0.276846063,0.137268464,-2.016822034,0.043714089,0.135995642
BT_3872,42990.68932,0.215154804,0.106706439,2.016324471,0.043766058,0.136052421
BT_1880,4521.171427,-0.280242416,0.139164023,-2.013756213,0.044035135,0.136783502
BT_3214,13019.84989,-0.246672985,0.122531063,-2.013146531,0.044099216,0.136877183
BT_2668,1898.701645,0.454447873,0.225793888,2.012666846,0.044149689,0.136928514
BT_3251,1280.983089,-0.450092282,0.223951392,-2.009776664,0.044454832,0.137769006
BT_0591,6359.019901,-0.195206255,0.097197237,-2.008351896,0.044605911,0.138131121
BT_0082,1140.987211,-0.280840327,0.139945704,-2.006780622,0.044773027,0.13814319
BT_0284,285.2353918,0.612641714,0.30517058,2.007538582,0.044692347,0.13814319
BT_0324,423.8609655,0.750239561,0.373926088,2.006384642,0.044815226,0.13814319
BT_2387,52.50714144,0.686767221,0.342238546,2.006691616,0.044782509,0.13814319
BT_3286,4191.042126,0.271484721,0.135242775,2.007387977,0.044708368,0.13814319
BT_4208,5877.247748,-0.280416826,0.139729922,-2.006848798,0.044765765,0.13814319
BT_0482,218.7768095,-0.385016286,0.192457834,-2.000522807,0.04544384,0.139973964
BT_0128,4812.405619,-0.395581869,0.197803006,-1.999877951,0.045513445,0.140081426
BT_0207,102.6337916,-1.159439825,0.580058016,-1.998834243,0.045626291,0.140085831
BT_1139,947.5952943,0.21016861,0.105133896,1.999056614,0.045602229,0.140085831
BT_2153,4144.878147,0.199613789,0.09987528,1.998630581,0.045648339,0.140085831
BT_2999,1638.177565,0.518925673,0.259647103,1.99858064,0.045653747,0.140085831
BT_3606,61.81371733,0.68164572,0.341857445,1.993947271,0.046157817,0.141524918
BT_2068,482.1506536,0.39885459,0.200077828,1.993497199,0.04620703,0.141568235
BT_0371,5805.848648,-0.262401514,0.131666548,-1.992924683,0.046269695,0.14165267
BT_1803,447.299925,0.461305327,0.231657322,1.991326339,0.046445022,0.142081624
BT_0653,1999.179974,-0.257284996,0.129290703,-1.989972913,0.046593919,0.142321321
BT_3539,78.62555634,0.433632123,0.217902268,1.990030333,0.046587594,0.142321321
BT_1553,5424.660468,-0.532467879,0.268148215,-1.985722253,0.047064173,0.143648969
BT_4576,250.1935045,0.256020398,0.128955932,1.985332457,0.047107495,0.14367252
BT_0237,12362.32132,-0.387960946,0.195659911,-1.982833087,0.047386077,0.144295493
BT_2504,564.4888589,0.323906727,0.163379818,1.982538174,0.047419039,0.144295493
BT_3998,14377.58836,-0.109448125,0.055193189,-1.98300059,0.047367364,0.144295493
BT_1162,2796.770643,-0.472656752,0.238674915,-1.98033695,0.047665679,0.144907131
BT_1580,3961.818872,-0.210481505,0.106298217,-1.980103822,0.047691864,0.144907131
BT_1604,771.0385092,0.336727378,0.170406127,1.976028586,0.04815154,0.146193727
BT_2700,34905.89789,-0.353297193,0.179216366,-1.971344471,0.048684488,0.147700683
BT_1194,13886.70691,-0.48548235,0.246452877,-1.969879018,0.048852238,0.148098256
BT_4339,2699.531997,0.681663405,0.346150227,1.969270423,0.048922046,0.148198539
BT_0960,1049.955004,-0.265156899,0.134725825,-1.968122293,0.049053968,0.148486694
BT_3215,2174.983066,-0.275656352,0.140086548,-1.967757473,0.049095949,0.148502366
BT_3252,3586.576938,-0.464510011,0.236250335,-1.966177158,0.04927815,0.148941824
BT_1015,2287.907448,-0.180979015,0.092103667,-1.964949069,0.049420133,0.149259158
BT_1386,288.2915499,0.622498763,0.316868197,1.964535314,0.049468045,0.149292118
BT_4692,605.6791056,0.30663095,0.156117934,1.96409818,0.049518707,0.149333321
BT_1838,1719.566025,-0.32221767,0.164447899,-1.959390614,0.050067059,0.150874222
BT_1732,1678.437068,0.244031222,0.12460986,1.958362057,0.050187544,0.151124432
BT_0212,143.2104055,-0.78882011,0.403032511,-1.957212106,0.050322536,0.151417922
BT_3730,2273.619373,0.306039054,0.156394372,1.956841867,0.050366063,0.151435965
BT_1083,1289.107051,-0.3334156,0.170865416,-1.951334614,0.051017254,0.153173049
BT_3120,3261.173409,0.199320741,0.102146941,1.951313856,0.051019722,0.153173049
BT_4480,2074.076213,-0.596567056,0.305999658,-1.949567724,0.051227663,0.15368299
BT_1531,3169.332806,-0.335215437,0.17205256,-1.948331586,0.0513753,0.154011394
BT_2416,10289.80413,-0.222609929,0.114324785,-1.947171198,0.051514213,0.154313178
BT_0567,67.91941177,0.491551643,0.25253427,1.946475001,0.051597708,0.154448629
BT_1428,4453.645877,-0.205899733,0.105955145,-1.94327262,0.051983228,0.155373905
BT_2788,578.9573631,0.308075971,0.158535022,1.943267598,0.051983834,0.155373905
BT_3463,2197.301247,0.149480549,0.076964708,1.942196009,0.052113376,0.155645797
BT_3756,2729.118486,-0.140308142,0.072359985,-1.939029449,0.052497752,0.156677833
BT_2073,5985.785909,-0.160068751,0.082655902,-1.936567707,0.052798209,0.157458072
BT_3757,2949.203596,-0.14174897,0.073228965,-1.935695397,0.052905019,0.157660081
BT_4616,66.83165143,1.358810642,0.702657832,1.93381555,0.05313581,0.158230992
BT_1113,132.1776503,-0.481263226,0.249111057,-1.931922375,0.053369088,0.158457887
BT_1325,13749.05303,-0.333290634,0.172493846,-1.932188554,0.053336237,0.158457887
BT_2665,913.8666077,0.513811721,0.26590282,1.932328967,0.053318915,0.158457887
BT_3693,38481.17077,0.296743234,0.153534368,1.932747946,0.053267256,0.158457887
BT_0499,641.8665243,0.844105401,0.437202436,1.930696928,0.053520543,0.158571852
BT_0572,1636.262519,-0.223466368,0.115746225,-1.93065793,0.053525369,0.158571852
BT_1287,77.68330649,0.687217353,0.355908688,1.930881082,0.05349776,0.158571852
BT_1385,252.5955042,0.307579458,0.159521891,1.928133227,0.053838557,0.159382669
BT_1742,3555.182931,0.183459934,0.095181592,1.927472844,0.053920729,0.159470725
BT_3645,2280.593874,0.271138651,0.140699507,1.927076049,0.053970153,0.159470725
BT_4215,5363.635655,-0.274604597,0.142507978,-1.926941928,0.053986867,0.159470725
BT_0321,2006.969258,-0.167684854,0.087041688,-1.926488986,0.054043346,0.159520776
BT_0728,896.5979145,-0.201751121,0.10474512,-1.92611476,0.054090046,0.159541912
BT_0626,18179.43764,-0.26180129,0.136041521,-1.924421961,0.054301714,0.160049244
BT_2440,1462.778441,-0.141430761,0.073517583,-1.923767823,0.054383692,0.160173868
BT_0570,8544.217713,-0.327003428,0.170152581,-1.921824666,0.054627824,0.160351067
BT_0700,11383.65275,-0.266016951,0.138522918,-1.920382237,0.054809636,0.160351067
BT_0792,214.935598,-0.369294341,0.192206934,-1.921337248,0.054689204,0.160351067
BT_1465,188.6572489,0.317905685,0.16548726,1.921028155,0.054728158,0.160351067
BT_2183,267.3656458,-0.400870164,0.208581963,-1.921883167,0.05462046,0.160351067
BT_2841,8975.395623,0.39130544,0.203549516,1.922409094,0.054554302,0.160351067
BT_2890,170.7389769,0.540024222,0.280869146,1.92268973,0.054519027,0.160351067
BT_3261,6385.448708,0.326660248,0.17012387,1.920131771,0.054841257,0.160351067
BT_4471,426.7835864,-0.509899112,0.265534394,-1.9202752,0.054823147,0.160351067
BT_4495,1510.214798,-0.311628954,0.162180288,-1.921497106,0.054669067,0.160351067
BT_0336,468.5713458,-0.255641454,0.133273802,-1.918167341,0.055089796,0.160961134
BT_0478,45.78159124,-0.607855436,0.317071342,-1.91709359,0.055226043,0.161242462
BT_1931,3712.127944,-0.312976933,0.163510588,-1.914108056,0.05560635,0.162235447
BT_0190,78.73484768,0.854986411,0.447137979,1.912131045,0.055859388,0.162700376
BT_1060,2115.441122,-0.854885026,0.447124252,-1.911963,0.05588094,0.162700376
BT_3555,2092.472363,0.166810164,0.087247537,1.911918318,0.055886672,0.162700376
BT_0236,9844.914947,-0.398212353,0.208448374,-1.910364397,0.056086312,0.163163855
BT_2667,672.4355091,0.442462419,0.231682778,1.909776911,0.056161943,0.163266168
BT_3748,209.2987092,0.419562629,0.219861897,1.908300774,0.056352353,0.16370176
BT_3428,485.6481894,0.327935172,0.17208997,1.905603045,0.056701727,0.164598178
BT_4469,1214.759301,0.293147464,0.153919868,1.904545967,0.056839116,0.164878385
BT_2946,9610.103741,0.12780882,0.067141099,1.903585481,0.056964191,0.165122494
BT_1298,1926.716199,-0.265900571,0.13978263,-1.90224329,0.057139356,0.165313393
BT_2164,2050.740657,0.526001078,0.276531326,1.902139212,0.057152957,0.165313393
BT_3221,28.46719195,-0.627392786,0.329728017,-1.902758498,0.057072065,0.165313393
BT_1993,3177.496581,0.281554028,0.148050375,1.901744779,0.057204529,0.165344035
BT_0254,2817.621025,0.142170513,0.074775327,1.901302458,0.057262407,0.165392851
BT_4311,898.9203575,0.345935062,0.182046642,1.900255113,0.057399649,0.16567066
BT_0227,50800.78248,-0.423526739,0.223309961,-1.896586863,0.057882486,0.166944839
BT_1007,25549.37817,-0.309074254,0.163139157,-1.894543645,0.058152887,0.167522529
BT_1765,3916.439725,0.33741014,0.178104898,1.894446156,0.058165815,0.167522529
BT_4640,630.7216864,0.311503354,0.164576423,1.892758072,0.05839005,0.168048396
BT_1936,14100.38247,-0.376767607,0.199314109,-1.890320804,0.058715068,0.168863364
BT_1789,24875.71458,-0.350058006,0.185478541,-1.887323488,0.059116829,0.169897725
BT_4205,12998.99099,-0.271614517,0.143941374,-1.886980164,0.059162994,0.16990938
BT_2548,4444.958467,0.224184643,0.119152293,1.881496671,0.059904388,0.171916219
BT_0633,853.8742712,-0.390208533,0.207612301,-1.87950584,0.060175457,0.172448841
BT_1341,6073.92725,-0.562290301,0.299166452,-1.879523244,0.060173083,0.172448841
BT_0444,176.9992488,-0.410182611,0.218468638,-1.877535442,0.060444745,0.173097618
BT_0584,1000.129994,0.486456513,0.259179574,1.876909147,0.060530547,0.173220395
BT_3516,239.9851675,0.559144802,0.297996412,1.876347427,0.060607589,0.173317945
BT_4130,4773.381934,-0.207889626,0.11086855,-1.875100075,0.060778957,0.17368491
BT_0855,169.3426313,-0.309548413,0.165218583,-1.873568983,0.060989856,0.17416424
BT_0853,616.4518707,-0.204852041,0.109569045,-1.869616008,0.061537161,0.17560286
BT_0547,2563.501611,-0.545713908,0.292332903,-1.866755002,0.061935809,0.176490812
BT_2479,2008.491364,0.418374801,0.224090833,1.86698758,0.061903322,0.176490812
BT_2800,2231.146887,-0.180535488,0.096739321,-1.866205859,0.06201257,0.17658484
BT_1501,235.587153,-0.396756753,0.212693794,-1.865389414,0.06212684,0.176785472
BT_0393,479.8476846,-0.668472102,0.358439792,-1.864949478,0.062188486,0.176836182
BT_3349,183.7403283,0.498743792,0.267597406,1.863784107,0.062352028,0.177176363
BT_0807,2371.759005,-0.205472449,0.110458543,-1.860177077,0.062860477,0.178495443
BT_2396,1511.34182,0.314291762,0.169196651,1.857553093,0.063232505,0.179425568
BT_4596,500.9902485,0.253341075,0.136599183,1.854630968,0.063648943,0.180480312
BT_3216,1253.572169,-0.245481085,0.132500913,-1.85267467,0.063929003,0.181147139
BT_3918,4321.994553,0.261143702,0.140996619,1.852127412,0.064007529,0.181242372
BT_3160,326.0055684,0.373475132,0.201731409,1.85134845,0.06411944,0.181431936
BT_2983,56.43866745,0.666562767,0.360221093,1.850426807,0.064252058,0.181679786
BT_1299,2078.311116,-0.314990718,0.170291982,-1.849709624,0.064355413,0.181691275
BT_3232,5883.256709,0.265234124,0.143408973,1.849494621,0.064386424,0.181691275
BT_3233,2675.593855,0.173922492,0.094039533,1.849461461,0.064391208,0.181691275
BT_0579,1022.912173,-0.232077875,0.125510938,-1.849064943,0.064448436,0.181725673
BT_3723,17713.28598,-0.245361537,0.132823382,-1.847276679,0.064707051,0.18232748
BT_0829,3679.318177,-0.241434244,0.130750463,-1.846526877,0.064815741,0.18250629
BT_3171,35.59258224,1.101894947,0.597270291,1.84488491,0.065054282,0.183050229
BT_2113,81.80242397,-0.72464105,0.393135599,-1.843234373,0.065294798,0.183598962
BT_3217,459.079256,0.253256932,0.13743128,1.842789591,0.065359737,0.183653579
BT_3939,18776.43633,0.16268291,0.088316612,1.842042016,0.065469004,0.183704751
BT_4705,238.3584412,0.296859203,0.161141382,1.842228231,0.065441773,0.183704751
BT_2050,1232.128816,0.164823314,0.089507636,1.841444172,0.065556495,0.183822416
BT_4213,1970.763235,0.176989198,0.096173257,1.840316155,0.065721835,0.184158058
BT_3405,1101.620483,0.348431346,0.189464203,1.839035239,0.065910003,0.184557157
BT_2011,2000.217966,-0.247408089,0.134600161,-1.838096538,0.066048181,0.184687742
BT_3742,20541.65824,0.216274508,0.11765458,1.838215803,0.066030612,0.184687742
BT_0530,723.246937,-0.265667147,0.144648166,-1.836643732,0.066262507,0.185158736
BT_1552,14015.64002,-0.468596786,0.255185878,-1.836295921,0.066313903,0.185174116
BT_1559,1257.814855,-0.269845944,0.146984159,-1.835884532,0.066374736,0.185215809
BT_1595,32944.37802,-0.308527718,0.168288376,-1.83332756,0.066753873,0.186145044
BT_0543,4422.84525,-0.749185745,0.408930073,-1.832063218,0.066942003,0.186411995
BT_3626,5299.517864,-0.505150583,0.275698179,-1.832259411,0.066912781,0.186411995
BT_3621,3857.668359,-0.276199096,0.150802369,-1.831530222,0.067021441,0.186504493
BT_0709,143.4679633,-0.538495087,0.294120771,-1.830863847,0.067120868,0.186586753
BT_4723,84.94444285,0.515474479,0.281570436,1.83071237,0.067143486,0.186586753
BT_0704,4019.505953,-0.242444629,0.132600142,-1.828388916,0.067491204,0.187295053
BT_1825,156.8437977,-0.376989074,0.206185671,-1.828396084,0.067490129,0.187295053
BT_4349,652.4072757,0.358312417,0.196075707,1.82741872,0.067636837,0.187570197
BT_1720,99.49581631,-0.55016283,0.301150003,-1.826873068,0.067718856,0.187668672
BT_3365,8667.732921,-0.154559489,0.084640912,-1.826061245,0.067841037,0.187878232
BT_0802,73.07828191,-0.383009797,0.209824774,-1.82537929,0.067943812,0.187896191
BT_2196,140.4712224,0.555987765,0.304705442,1.82467291,0.068050404,0.187896191
BT_2540,3889.46103,0.13906791,0.076223539,1.824474587,0.068080355,0.187896191
BT_3154,292.9193741,0.240652722,0.131849531,1.82520726,0.067969759,0.187896191
BT_3535,177.4338802,0.518743957,0.284257309,1.82490983,0.068014638,0.187896191
BT_3630,25759.77796,-0.469933144,0.257621141,-1.824124922,0.068133189,0.187911267
BT_3818,1547.118129,-0.186826947,0.10243704,-1.823822192,0.068178958,0.187911267
BT_1148,2139.589114,-0.165035626,0.090523688,-1.82312089,0.068285083,0.187989138
BT_2702,75877.45195,-0.292052422,0.16020255,-1.823019809,0.068300391,0.187989138
BT_2664,1471.418767,0.453881656,0.249261526,1.820905386,0.06862124,0.188743493
BT_0347,19227.97718,-0.172666214,0.094991228,-1.817706947,0.069108935,0.189826109
BT_2214,254.1655771,-0.437530282,0.240679199,-1.817898195,0.069079694,0.189826109
BT_4172,67.18623109,0.851007764,0.469448656,1.81278134,0.069865553,0.191773814
BT_4241,1913.385823,0.383118396,0.211603332,1.810549921,0.07021055,0.192589782
BT_2204,686.6919488,0.380226841,0.210079611,1.809917865,0.070308525,0.192596673
BT_3625,11587.70125,-0.530911501,0.293323586,-1.809985717,0.070298002,0.192596673
BT_0546,1633.545901,-0.565649618,0.312775251,-1.808485859,0.070530916,0.193074793
BT_0638,1712.123202,-0.148624688,0.082319867,-1.805453463,0.071003752,0.194168285
BT_3629,16357.66872,-0.496306629,0.274915323,-1.805307261,0.071026614,0.194168285
BT_1634,3015.603144,-0.163647602,0.090810595,-1.802076094,0.071533434,0.1954214
BT_0958,549.8037482,-0.566742502,0.314908168,-1.799707218,0.071906881,0.195778855
BT_2002,5063.867802,-0.274646586,0.152599911,-1.799782084,0.071895054,0.195778855
BT_3271,963.6407748,0.349212547,0.193934175,1.800675654,0.071754017,0.195778855
BT_3989,1184.28527,-0.226696707,0.125910813,-1.800454642,0.071788879,0.195778855
BT_4611,2993.947384,-0.196563273,0.109187601,-1.800234373,0.071823639,0.195778855
BT_4174,159.5207028,0.356270808,0.198352702,1.796147996,0.072470983,0.197181669
BT_2775,5328.720364,0.205477078,0.114503787,1.794500285,0.072733353,0.197762184
BT_1687,6239.011082,-0.351883435,0.196168358,-1.793782842,0.072847837,0.197940081
BT_0138,1487.427846,0.240970929,0.134517061,1.791378184,0.073232627,0.198772697
BT_0250,7261.837121,-0.118088577,0.065925144,-1.79125248,0.073252788,0.198772697
BT_1836,1036.017875,-0.422654414,0.236049482,-1.790533113,0.073368249,0.198952207
BT_4413,1599.441816,0.280034413,0.156552291,1.788759598,0.07365354,0.199591695
BT_0671,47.4998843,-0.609984511,0.341724694,-1.785017359,0.074258501,0.201096009
BT_2829,13802.31479,0.248048664,0.139097723,1.783269053,0.074542516,0.201729748
BT_0466,213.5168374,0.361479687,0.202808982,1.78236527,0.074689685,0.201992547
BT_4585,2119.695129,0.140729993,0.079019711,1.780947964,0.074920952,0.202482278
BT_0395,107.7243234,-0.647264374,0.363722972,-1.779553187,0.075149113,0.202962966
BT_0896,1567.540426,-0.272327128,0.15317935,-1.777831859,0.075431474,0.203523533
BT_3627,6908.02882,-0.507949437,0.285738371,-1.777673176,0.075457548,0.203523533
BT_3178,817.5517846,0.154100711,0.086721941,1.776951826,0.075576166,0.203707302
BT_1696,2002.127551,0.233522762,0.131599101,1.774501195,0.075980285,0.204659845
BT_3293,1621.545352,0.186630212,0.105196902,1.774103679,0.076046002,0.204700213
BT_1414,608.3683323,-0.307670027,0.173712562,-1.771144378,0.076536696,0.205883712
BT_0210,159.905732,-0.907735553,0.513396495,-1.768098462,0.077044445,0.207111481
BT_1583,2594.285922,0.179686049,0.101808051,1.76494931,0.077572285,0.208319301
BT_4256,284.5515959,0.195206027,0.110610707,1.764802266,0.077597004,0.208319301
BT_1734,3145.084244,-0.172640718,0.097843823,-1.764451883,0.07765593,0.208338881
BT_2169,681.35602,-0.192271306,0.10902646,-1.763528841,0.077811337,0.208617107
BT_3835,7119.282467,0.459025147,0.260370822,1.762966923,0.077906069,0.208732395
BT_0411,3404.236305,-0.156440713,0.08878542,-1.762009047,0.078067769,0.208974535
BT_2380,405.1592431,-0.304902581,0.173061322,-1.761818165,0.078100025,0.208974535
BT_3228,1254.267299,0.179226337,0.101759518,1.761273446,0.078192132,0.209082342
BT_3277,486.9235244,0.274256986,0.155753167,1.760843721,0.078264858,0.209138212
BT_3821,4995.910655,0.162416759,0.09237624,1.758209248,0.078711912,0.210193624
BT_2415,18100.41075,-0.413313964,0.235167802,-1.757527863,0.078827877,0.210364076
BT_1388,311.1567177,-0.296448851,0.168852045,-1.755672258,0.079144386,0.210790494
BT_2685,471.283703,-0.396590569,0.225875238,-1.755794804,0.079123452,0.210790494
BT_3363,5166.082437,0.161023727,0.091711414,1.755765397,0.079128475,0.210790494
BT_0784,45344.90102,-0.387200394,0.22111503,-1.751126525,0.079924118,0.212710933
BT_3995,27169.43039,-0.327061167,0.186800821,-1.750855079,0.079970876,0.212710933
BT_1801,793.8016335,-0.397299058,0.22696341,-1.750498281,0.080032371,0.212734265
BT_0916,13358.28866,-0.269828444,0.154364108,-1.747999885,0.080464047,0.213740902
BT_1548,21799.54056,-0.172096495,0.098533681,-1.746575321,0.080711031,0.214034229
BT_3618,455.6298307,-0.4166727,0.238536024,-1.746791503,0.080673511,0.214034229
BT_3687,520.1914531,0.311849364,0.178562343,1.746445295,0.080733605,0.214034229
BT_1746,9726.855383,0.25958621,0.148685088,1.745879254,0.080831936,0.214154209
BT_2071,3090.849419,-0.729266933,0.417867097,-1.745212622,0.080947865,0.214320627
BT_0856,309.8055788,-0.197840888,0.113463236,-1.743656325,0.081219035,0.214897579
BT_4648,242.6530965,0.92231169,0.529165261,1.742955856,0.081341326,0.215080112
BT_1111,84.45171205,1.009669291,0.579411425,1.742577464,0.081407449,0.215113987
BT_3926,21246.85091,0.184972775,0.10623169,1.741220293,0.081644971,0.215600432
BT_1862,3720.085099,0.216117888,0.124181866,1.740333721,0.081800436,0.215869693
BT_3779,52.0849236,-0.601991413,0.346191151,-1.738898906,0.082052547,0.216391589
BT_4666,1121.443631,-0.584136137,0.335981094,-1.738598232,0.082105458,0.216391589
BT_1337,1939.352351,-0.364247333,0.209568551,-1.738082036,0.08219636,0.21648976
BT_2215,532.3132556,-0.370030587,0.213126149,-1.736204533,0.082527676,0.217220596
BT_2448,99.78386657,0.420542667,0.242377334,1.735074234,0.082727657,0.217260199
BT_2650,338.1095838,0.249267343,0.143656753,1.73515924,0.082712604,0.217260199
BT_3130,108.1588984,0.490291215,0.282604497,1.734902378,0.082758098,0.217260199
BT_3168,2541.188181,0.167885974,0.096741774,1.735403097,0.082669432,0.217260199
BT_1123,242.6347128,-0.262497514,0.151391488,-1.733898766,0.082936047,0.217585792
BT_3727,23429.22378,0.118509639,0.068440169,1.731580174,0.083348339,0.218525371
BT_0492,1376.506462,-0.617307155,0.356809297,-1.730075869,0.083616721,0.219032622
BT_3368,2060.112904,-0.161137508,0.093149125,-1.729887501,0.083650377,0.219032622
BT_0578,8135.139952,-0.199655072,0.115476857,-1.728961782,0.083815935,0.2193238
BT_4664,11637.10507,-0.389697238,0.225435436,-1.728642335,0.083873128,0.219331219
BT_3301,107.5621303,0.557230292,0.322507772,1.727804227,0.084023329,0.219581693
BT_3973,7996.948123,0.402460048,0.233080373,1.72670072,0.084221426,0.219956929
BT_2783,828.0261541,0.336258684,0.195205816,1.722585382,0.08496353,0.221751517
BT_2447,48.56047358,0.777460351,0.452307305,1.718876395,0.085636881,0.223364457
BT_1523,1853.846916,-0.369305033,0.215074474,-1.717103035,0.085960348,0.224063309
BT_p548220,97.32724892,0.72024089,0.419648426,1.716295941,0.086107891,0.224302995
BT_0351,1975.590721,-0.451357479,0.263070572,-1.715727744,0.086211884,0.224429002
BT_3379,1451.00957,0.1406148,0.081988277,1.715059837,0.086334257,0.224574263
BT_4046,5229.495486,0.173628731,0.101252115,1.714815833,0.086378998,0.224574263
BT_1675,4450.35489,0.429572661,0.250955177,1.71175055,0.086942649,0.225753858
BT_2632,161.2932976,0.468429802,0.273657112,1.711739919,0.086944609,0.225753858
BT_2498,5610.032028,-0.537629727,0.314363385,-1.710217388,0.087225681,0.226338022
BT_4581,224.0236659,0.283961412,0.166123683,1.709337328,0.087388483,0.226614735
BT_1296,2981.610213,-0.231763072,0.135672704,-1.708251295,0.087589724,0.226990712
BT_1253,106.9594389,-0.507909106,0.297468631,-1.707437532,0.087740759,0.227048355
BT_3071,2379.572666,0.314354051,0.184116111,1.707368516,0.087753578,0.227048355
BT_3636,9524.321597,-0.346110536,0.202733161,-1.707222113,0.087780776,0.227048355
BT_0831,7021.094444,-0.308782358,0.180927209,-1.706666235,0.087884106,0.22717
BT_4535,7547.07665,-0.245651426,0.144189605,-1.703669465,0.088442856,0.228467941
BT_0511,1014.899064,0.178868024,0.105112394,1.701683466,0.088814721,0.229193846
BT_1263,209.0151225,-0.376224441,0.22110531,-1.701562214,0.088837466,0.229193846
BT_1142,234.2047526,-0.311210124,0.182968655,-1.70089311,0.088963061,0.229371214
BT_3324,236.9475091,0.352946965,0.207737805,1.699002091,0.08931879,0.230141326
BT_2033,540.9687405,-0.598487849,0.353289432,-1.69404402,0.090256919,0.232170998
BT_2056,2405.078633,-0.184745115,0.109068924,-1.693838244,0.090296025,0.232170998
BT_3448,4054.758639,-0.17254592,0.101858407,-1.693978188,0.090269428,0.232170998
BT_3622,14695.08971,-0.227961166,0.134603289,-1.693577983,0.090345505,0.232170998
BT_4732,588.7384395,0.289912724,0.171209456,1.693321909,0.09039421,0.232170998
BT_2662,3084.977414,0.311466721,0.183988666,1.692858194,0.090482462,0.232249832
BT_0550,3545.730704,-0.306472583,0.181131351,-1.691990821,0.090647724,0.232526107
BT_1340,1673.05105,-0.50978355,0.301697089,-1.689719814,0.091081571,0.233490558
BT_1078,1770.445545,-0.357595547,0.212094476,-1.686020083,0.091791931,0.235012971
BT_2121,1054.270014,0.451672888,0.267848131,1.686302185,0.09173761,0.235012971
BT_1649,188.3755285,-0.28602058,0.169797413,-1.684481378,0.092088675,0.235623212
BT_2273,6141.09977,0.19288154,0.114557195,1.683713889,0.092236976,0.235853104
BT_2236,539.0979083,0.379129752,0.225282447,1.682908528,0.0923928,0.236101931
BT_3001,8995.249327,0.173716573,0.103248188,1.682514488,0.092469118,0.236147399
BT_1000,76.69730373,1.00560483,0.598052553,1.681465659,0.092672501,0.236517105
BT_3816,6308.719217,-0.163906725,0.097646719,-1.678568684,0.093236134,0.237805184
BT_3673,1389.580748,0.29795501,0.177679767,1.676921438,0.093557845,0.238474988
BT_0924,943.0003136,0.762343765,0.455267985,1.674494562,0.094033442,0.239458954
BT_4309,8260.774463,0.165360386,0.098761163,1.674346284,0.094062563,0.239458954
BT_2177,404.5336155,0.493656711,0.295051512,1.673120426,0.094303591,0.23992118
BT_1373,28241.48429,-0.615967856,0.36878049,-1.670283197,0.094863346,0.241193195
BT_2554,2326.860081,0.222489248,0.133460144,1.667083831,0.095497737,0.24234803
BT_2835,69116.5474,-0.313931106,0.188294289,-1.667236471,0.095467393,0.24234803
BT_3366,7090.160478,-0.184665136,0.110731347,-1.667686171,0.095378042,0.24234803
BT_2258,9948.924367,0.157950913,0.094794796,1.666240344,0.095665553,0.242621313
BT_1310,813.7447648,0.19043024,0.114354705,1.665259328,0.095861029,0.242964354
BT_0487,610.575087,-0.165070092,0.099164653,-1.664606166,0.095991354,0.243044692
BT_4050,2426.974242,0.252065812,0.151436648,1.664496778,0.096013194,0.243044692
BT_0179,1457.431342,-0.156853709,0.094281082,-1.663681694,0.096176057,0.243304319
